Variable,Indicador,Fuente,Tipo_Unidad_Medida,Unidad_medida,Capítulo (Red Cómo Vamos),Anillo,Capitulo (Bogotá),Entidad responsable,Metodo de recolección ,Descripción del indicador ,Observaciones
12-pc-020,Porcentaje de sufragantes elecciones JAL,Registraduría Distrital de Bogotá,Porcentaje,Porción,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Mide el número de votantes efectivos sobre el potencial electoral para las elecciones a Junta Administradora Local,.
12-pc-021,Numero de votos totales elecciones Presidente,Registraduría Distrital de Bogotá,Número,Votos,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Expresa el número de votos totales elecciones Presidente,.
12-pc-022,Numero de votos totales elecciones Senado,Registraduría Distrital de Bogotá,Número,Votos,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Expresa el número de votos totales elecciones Senado,.
12-pc-023,Numero de votos totales elecciones Alcaldía,Registraduría Distrital de Bogotá,Número,Votos,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Expresa el número  de votos totales elecciones Alcaldía,.
12-pc-024,Numero de votos totales elecciones Concejo,Registraduría Distrital de Bogotá,Número,Votos,12. Participación y cultura ciudadana,Buen gobierno y Ciudadanía,14. Participación,Registraduría Distrital de Bogotá,Registro Administrativo,Expresa el número de votos totales elecciones Concejo,.
13-gp-015,Población internos establecimientos de Reclusión de Bogotá EC (Est. Carcelario),INPEC,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,15. Justicia,INPEC,Registro Administrativo,Mide el número de población interna recluida (por detención y prision) en las carceles de Bogotá,.
13-gp-016,Población internos establecimientos de Reclusión de Bogotá COMEB (Complejo Carcelario y Penitenciario Metropolitano ),INPEC,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,15. Justicia,INPEC,Registro Administrativo,Mide el número de población masculina interna (por detención y prision) recluida en las carceles de Bogotá,.
13-gp-017,Población internos establecimientos de Reclusión de Bogotá RM (Buen Pastor),INPEC,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,15. Justicia,INPEC,Registro Administrativo,Mide el número de población femenina interna (por detención y prision)  recluida en las carceles de Bogotá,.
13-gp-018,Porcentaje de servidores públicos (número de contratistas y personas naturales sobre el total de servidores públicos),"Secretaría General de la Alcaldía Mayor de Bogotá, D. C",Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,"Secretaría General de la Alcaldía Mayor de Bogotá, D. C",Registro Administrativo,Mide el número de contratistas y personas naturales sobre el total de servidores públicos,.
13-gp-019,"Numero total de contratistas por prestación de servicios, asesoría, consultoría y servicios profesionales",Departamento Administrativo del Servicio civil,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,Departamento Administrativo del Servicio civil,Registro Administrativo,"Mide el numero total de contratistas por prestación de servicios, consultoría y servicios profesionales del Distrito clasificados en personas naturales.",.
13-gp-020,Número total de personal de planta de carrera administrativa.,Departamento Administrativo del Servicio civil,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,Departamento Administrativo del Servicio civil,Registro Administrativo,Mide el número total de personal de planta de carrera administrativa. ,.
13-gp-021,Numero total de personal de planta de libre nombramiento y remoción.,Departamento Administrativo del Servicio civil,Número,Personas,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,Departamento Administrativo del Servicio civil,Registro Administrativo,Mide el número total de personal de personal de planta de libre nombramiento y remoción.,.
13-gp-022,Porcentaje de servidores públicos de libre nombramiento y remoción sobre el  total de servidores públicos,"Secretaría General de la Alcaldía Mayor de Bogotá, D. C",Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,"Secretaría General de la Alcaldía Mayor de Bogotá, D. C",Registro Administrativo,Mide el número de servidores públicos de libre nombramiento y remoción sobre el  total de servidores públicos,.
13-gp-023,Porcentaje de servidores públicos de carrera administrativa sobre el total de servidores públicos,"Secretaría General de la Alcaldía Mayor de Bogotá, D. C",Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,"Secretaría General de la Alcaldía Mayor de Bogotá, D. C",Registro Administrativo,Mide el número de servidores públicos de carrera administrativa sobre el total de servidores públicos,.
13-gp-024,Índice de desempeño fiscal,DNP,Número,índice de 0 a 100,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,DNP,Registro Administrativo,"Mide globalmente el resultado fiscal alcanzado en cada año y se encuentra en una escala de 0 a 100, donde valores cercanos a 0 reflejan bajo desempeño fiscal y valores cercanos a 100 significan que la entidad territorial logró. Se evalua el nivel de autofinanciamiento del funcionamiento, el respaldo de la deuda, la dependencia de las transferencias del Sistema General de participaciones (SGP), la importancia de los recursos propios, la magnitud de la inversión y la capacidad de ahorro.",.
13-gp-025,Ranking de desempeño fiscal,DNP,Número,Posición en el ranking,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,DNP,Registro Administrativo,Mide el desempeño de las finanzas territoriales,.
13-gp-026,Índice de desempeño integral,DNP,Número,índice de 0 a 100,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,16. Gestión Pública,DNP,Registro Administrativo,"Mide la evaluación de la gestión de manera integral del distrito en la  eficacia, la eficiencia, el  cumplimiento de requisitos legales y la gestión.",.
13-gp-004,Transferencias totales como porcentaje del ingreso total,Contaduría General de la Nación-FUT,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Cálcula los ingresos corrientes sobre los ingresos totales de la Administración Central. Nota: Las cifras para los cálculos incluyen reservas presupuestales y pasivos exigibles hasta 2012, a partir de 2013 se excluyen reservas presupuestales. Ingresos Corrientes=Tributarios+No tributarios. Ingresos totales e ingresos de capital incluyen recursos del crédito. 
",.
13-gp-002,Ingresos propios como porcentaje de ingresos totales,Contaduría General de la Nación-FUT,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Cálcula los ingresos tributarios sobre los ingresos totales,.
13-gp-027,Capacidad de ahorro,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el ahorro corriente sobre el ingreso corriente,.
13-gp-028,Capacidad de autofinanciamiento del funcionamiento,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el gastos de financiamiento sobre los ingresos corrientes de libre destinación,.
13-gp-029,Crecimiento interanual real del gasto del Distrito Capital,Secretaría de Hacienda.,Porcentaje,Variación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide la tasa de crecimiento interanual real de los gastos en el Distrito,.
13-gp-030,Crecimiento interanual real del gasto de la Administración Central,Secretaría de Hacienda.,Porcentaje,Variación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide la tasa de crecimiento interanual real de los gastos en la  Administración Central,.
13-gp-031,Ejecución presupuestal por autorización de giros de la Administración Central,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el presupuesto ejecutado de la Administración Central sobre el  presupuesto de la Administración Central,.
13-gp-032,Ejecución presupuestal por autorización de giros de los Establecimientos Públicos,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el presupuesto ejecutado de los Establecimientos Públicos sobre el presupuesto de los Establecimientos Públicos,.
13-gp-033,Ejecución presupuestal por autorización de giros de los Fondos de Desarrollo Local,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el presupuesto ejecutado de los Fondos de Desarrollo Local sobre el presupuesto de los Fondos de Desarrollo Local,.
13-gp-034,Ejecución presupuestal por autorización de giros las Empresas Industriales y Comerciales,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el presupuesto ejecutado de las Empresas Industriales y Comerciales sobre el presupuesto de las Empresas Industriales y Comerciales,.
13-gp-035,Magnitud de la inversión,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el gasto total en inversión sobre el total del gastos,.
13-gp-036,Porcentaje de gasto de funcionamiento de la Administración Central sobre los gastos totales de la Administración Central,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el gasto de funcionamiento de la Administración Central sobre los gastos totales de la Administración Central,.
13-gp-037,Porcentaje de gasto de funcionamiento de los Establecimientos Públicos sobre los  gastos totales de los Establecimientos Públicos,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el gasto de funcionamiento de los Establecimientos Públicos sobre los  gastos totales de los Establecimientos Públicos,.
13-gp-038,Porcentaje de gasto de funcionamiento de los Fondos de Desarrollo Local sobre los  gastos totales de los  Fondos de Desarrollo Local,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide los gasto de funcionamiento de los Fondos de Desarrollo Local sobre los  gastos totales de los  Fondos de Desarrollo Local. A partir de 2010 con el Decreto 372 se incorporan en los FDL los gastos de funcionamiento como las apropiaciones para atender los gastos generales inherentes al funcionamiento de los FDL sin incluir gastos de personal.,.
13-gp-039,Porcentaje de gasto de funcionamiento de las Empresas Industriales y Comerciales sobre los gastos totales de las Empresas Industriales y Comerciales,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el gasto de funcionamiento de las Empresas Industriales y Comerciales sobre los gastos totales de las Empresas Industriales y Comerciales,.
13-gp-040,Composición de la Deuda (Deuda externa),Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide la deuda externa sobre el total de la deuda,.
13-gp-041,Composición de la Deuda (Deuda interna),Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide la deuda interna sobre el total deuda,.
13-gp-042,Composición de la Deuda por fuentes (Deuda Multilateral),Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide la deuda de fomento sobre el total de la deuda,.
13-gp-043,Composición de la Deuda (Deuda Fomento) ,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide la deuda multilateral sobre el total deuda,.
13-gp-044,Composición de la Deuda (Deuda en bonos),Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Mide la deuda en bonos sobre el total deuda. En 2008 la Banca Comercial tuvo una participación de 0,62%, a partir de 2009 está no ha tenido participación en la composición de la deuda en el Distrito Capital",.
13-gp-045,Respaldo de la deuda o magnitud de la deuda,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el saldo total de la deuda sobre los ingresos totales,.
13-gp-007,Saldo de la deuda/ingresos corrientes (ley 358 - 1997,Secretaría de Hacienda.,Porcentaje,Porción,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,Mide el saldo de la deuda final sobre los ingresos corrientes del mismo periodo,.
13-gp-046,Calificación de la Deuda - Moody's Investors Service: Moneda Legal,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",.
13-gp-047,Calificación de la Deuda - Moody's Investors Service: Moneda Externa,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",.
13-gp-048,Calificación de la Deuda - Standard&Poor's: Moneda Legal,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",.
13-gp-049,Calificación de la Deuda - Standard&Poor's: Moneda Externa,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",.
13-gp-050,Calificación de la Deuda - Fitch Ratings - International Public Finance: Moneda Legal,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",.
13-gp-051,Calificación de la Deuda - Fitch Ratings - International Public Finance: Moneda Externa,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",.
13-gp-052,Calificación de la Deuda - Fitch Ratings Colombia S.A SCV.,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",.
13-gp-053,Calificación de la Deuda - BRC Investor Services S.A.,Secretaría de Hacienda.,Texto,Nota de la calificación,13. Finanzas y gestión pública,Buen gobierno y Ciudadanía,17. Hacienda,Secretaría de Hacienda.,Registro Administrativo,"Calificación riesgo de la deuda (AAA, AA+, AA-, AA, BBB, BB+, BB-, CCC, DD, E)",.
14-ee-004,Empresas creadas,CCB,Número,Empresas,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Registro Administrativo,Mide el número de empresas creadas en la ciudad. ,.
14-ee-005,Empresas canceladas,CCB,Número,Empresas,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Registro Administrativo,Mide el número empresas canceladas,.
14-ee-006,Posición de Bogotá en el escalafón de América Economía Intelligence,CCB,Número,Posición en el ranking,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Encuesta,Establece un ranking de la atracción de las ciudades para hacer negocios. ,.
14-ee-007,Doing Business,CCB,Número,índice de 0 a 100,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Encuesta,Analiza y compara las normas que regulan las actividades de las pequeñas y medianas empresas locales en 183 economías.,.
14-ee-008,Posición de Bogotá en el escalafón INAI,Universidad del Rosario,Número,Posición en el ranking,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Universidad del Rosario,Estudios,http://www.urosario.edu.co/urosario_files/9d/9d96f884-d433-45a8-947b-4e9877596f63.pdf,.
14-ee-009,Promedio ocupación hotelera de la ciudad,Instituto Distrital de Turismo.,Porcentaje,Porción,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Instituto Distrital de Turismo.,Sin información.,Calculos Observatorio de Turismo de Bogotá del IDT,.
14-ee-010,Total de turistas nacionales llegados a Bogotá,Instituto Distrital de Turismo.,Número,Personas,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Instituto Distrital de Turismo.,Encuesta,Calculos Observatorio de Turismo de Bogotá del IDT -Encuesta de Viajeros a Bogotá,.
14-ee-011,Total de turistas internacionales llegados a Bogotá,Instituto Distrital de Turismo.,Número,Personas,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Instituto Distrital de Turismo.,Encuesta,Calculos Observatorio de Turismo de Bogotá del IDT -Encuesta de Viajeros a Bogotá,.
14-ee-012,Tasa de crecimiento del PIB,DANE,Porcentaje,Variación,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,DANE,Encuesta,Mide la tasa de crecimiento interanual real de la economía a traves del Producto Interno Bruto,.
14-ee-013,PIB per cápita a precios corrientes (pesos),DANE,Número,Pesos,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,DANE,Encuesta,Mide el PIB a precios corrientes por habitante,.
14-ee-014,PIB per cápita a dólares a precios corrientes,Secretaría de Desarrollo,Número,Dólares,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Secretaría de Desarrollo,Registro Administrativo,Mide el PIB  per cápita a dólares a precios corrientes,.
14-ee-015,Valor de la Inversión Extranjera Directa,CCB,Número,Pesos,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Registro Administrativo,Mide el valor de la inversión extranjera directa medida en millones de dólares.  (No incluye inversión en petróleos ni en portafolio),.
14-ee-001,Tasa de inflación,DANE,Porcentaje,Variación,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,DANE,Encuesta,Mide la variación de precios de una canasta de bienes y servicios representativos del consumo de los hogares de una ciudad,.
14-ee-016,Tasa de crecimiento de las exportaciones,CCB,Porcentaje,Variación,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Registro Administrativo,Mide la tasa de crecimiento de las exportaciones,.
14-ee-017,Valor de las exportaciones (Dólares FOB),CCB,Número,Dólares,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Registro Administrativo,Mide el valor de las exportaciones (Dólares FOB),.
14-ee-018,Tasa de crecimiento de las importaciones,CCB,Porcentaje,Variación,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Registro Administrativo,Mide la tasa de crecimiento de las importaciones,.
14-ee-019,Valor de las importaciones (Dólares CIF),CCB,Número,Dólares,14. Entorno económico,Entorno Económico,18. Entorno Macroeconómico,Cámara de Comercio de Bogotá,Registro Administrativo,Mide el valor de las importaciones (Dólares CIF),.
