Variable,ID,Indicador,Fuente,Tipo_Unidad_Medida,Unidad_medida,Capítulo..Red.Cómo.Vamos.,Anillo,Capitulo..Bogotá.,Entidad.responsable,Metodo.de.recolección,Descripción.del.indicador,Observaciones,ctype
06-sc-029,v6_sc_029,Tasa de muertes violentas por 100.000 habitantes,Instituto Nacional de Medicina Legal,Tasa,Por cada 100000 habitantes,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Secretaría de Gobierno,Registro Administrativo,Mide el número total de personas muertas de manera violenta sobre el total de la  población por cada 100.000 habitantes,.,Nu
06-sc-030,v6_sc_030,Tasa de suicidios por 100.000 habitantes,Instituto Nacional de Medicina Legal,Tasa,Por cada 100000 habitantes,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Secretaría de Gobierno,Registro Administrativo,Número de suicidios / total de población * 100.000,.,Nu
06-sc-031,v6_sc_031,Número de suicidios,CEACS,Número,Casos,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,Secretaría de Gobierno,Registro Administrativo,Número de suicidios / total de población * 100.000,.,Nu
06-sc-032,v6_sc_032,Victimización  directa,CCB,Porcentaje,Porción,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,CCB,Encuesta,Porcentaje de personas que manifiestan haber sido victimas de alguns delito.,.,Nu
06-sc-033,v6_sc_033,Denuncia,CCB,Porcentaje,Porción,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,CCB,Encuesta,Porcentaje de personas que manifiestan haber sido victimas de algun delito y que efectivamente lo denunciaron,.,Nu
06-sc-034,v6_sc_034,Percepción de inseguridad,CCB,Porcentaje,Porción,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,CCB,Encuesta,Porcentaje de personas que se sienten inseguros en Bogotá,.,Nu
06-sc-035,v6_sc_035,Tasa de habitantes de calle por 10.000 habitantes,"Secretaría Distrital de Integración Social (SDIS), Instituto Distrital para la Protección de la  Niñez (IDIPRON). Censos de habitante de calle. DANE – SDP.",Tasa,Por cada 100000 habitantes,6. Seguridad ciudadana,Activos de las personas,6. Seguridad y convivencia,"Secretaría Distrital de Integración Social (SDIS), Instituto Distrital para la Protección de la  Niñez (IDIPRON). Censos de habitante de calle. DANE – SDP.",Censo,"Número de habitantes de calle según el censo específico que se realizar sobre el tema, en relación con el número de habitantes de la ciudad/ número habitantes ciudad * 10.000.",.,Nu
07-v-012,v7_v_012,Porcentaje de déficit de vivienda (Estimada),DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría Distrital de Planeación,Encuesta,Es el conjunto total de hogares con deficit (cualitativo y/o cuantitativo) de vivienda.,.,Nu
07-v-013,v7_v_013,Porcentaje de déficit cuantitativo de vivienda,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría Distrital de Planeación,Encuesta,"Estima la cantidad de viviendas que la sociedad debe construir o adicionar al stock para que exista una relación uno a uno entre las viviendas adecuadas y los hogares que necesitan alojamiento. Las variables que componen el déficit cuantitativo son estructura, cohabitación y hacinamiento crítico.
",.,Nu
07-v-014,v7_v_014,Porcentaje de déficit cualitativo de vivienda,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría Distrital de Planeación,Encuesta,"Se relaciona con los atributos de la vivienda, esto es, que las viviendas existentes no cumplen con estándares mínimos de calidad y por ende no ofrecen unas condiciones de vida adecuadas a sus habitantes. Los componentes son el hacinamiento mitigable, la estructura y la carencia de uno o más servicios públicos.",.,Nu
07-v-015,v7_v_015,Stock de vivienda,DANE,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Habitat,Encuesta,"El stock de vivienda determina el número de viviendas existentes en la ciudad. En tal sentido, el Censo General 2005 determinó para Bogotá un stock de 1.755.195 viviendas. El DANE y la SDP proyectaron el stock de vivienda para la ciudad y por localidad desde entonces",.,Nu
07-v-016,v7_v_016,Producción de viviendas por cada 1000 habitantes,DANE,Tasa,Por cada 1000 hanitantes,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Habitat,Censo,Mide la producción de viviendas en Bogotá por cada 1000 habitantes,.,Nu
07-v-017,v7_v_017,Tenencia de vivienda propia totalmente pagada,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría Distrital de Planeación,Encuesta,Mide los hogares que han pagado totalmente su vivienda sobre el total de hogares,.,Nu
07-v-018,v7_v_018,Tenencia de vivienda propia totalmente pagada (Multipropósito),DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Planeación,Encuesta,Mide los hogares que han pagado totalmente su vivienda sobre el total de hogares,.,Nu
07-v-019,v7_v_019,Tenencia de vivienda propia en proceso de pago,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría Distrital de Planeación,Encuesta,"Mide los hogares que han adquirido vivienda, pero se encuentran en proceso de pago de esta sobre el total de hogares",.,Nu
07-v-020,v7_v_020,Tenencia de vivienda propia en proceso de pago (Multipropósito),DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Planeación,Encuesta,"Mide los hogares que han adquirido vivienda, pero se encuentran en proceso de pago de esta sobre el total de hogares",.,Nu
07-v-021,v7_v_021,Tenencia de vivienda en arriendo o subarriendo,DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría Distrital de Planeación,Encuesta,Mide los hogares que han pagado totalmente su vivienda sobre el total de hogares,.,Nu
07-v-022,v7_v_022,Tenencia de vivienda en arriendo o subarriendo (Multipropósito),DANE,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Planeación,Encuesta,Mide los hogares que han pagado totalmente su vivienda sobre el total de hogares,.,Nu
07-v-024,v7_v_024,Número de vivienda con Déficit cuantitativo,DANE,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Planeación,Encuesta,Mide el número de viviendas en déficit cuantitativo,.,Nu
07-v-025,v7_v_025,Número de hogares con Déficit cualitativo de vivienda,DANE,Número,Hogares,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Planeación,Encuesta,Mide el número de hogares en déficit cualitativo de vivienda,.,Nu
07-v-026,v7_v_026,Hacinamiento crítico no mitigable (hogares),Metrovivienda,Porcentaje,Porción,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Planeación,Encuesta,"Mide el número de hogares en los cuales habitan cuatro o
más personas por cuarto sobre el total de hogares",.,Nu
07-v-027,v7_v_027,Número de viviendas VIP habilitadas por Gestión Pública VIP,Metrovivienda,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-028,v7_v_028,Número de viviendas VIP habilitadas por Gestión Pública VIP-VIS Privados,Metrovivienda,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-029,v7_v_029,Unidades construidas  VIS - VIP en Sitio Propio Cajas de Compensación Familiar y EAB-ESP 2011-2014,Metrovivienda,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-030,v7_v_030,Subsidios Distritales de Vivienda Generados para vivienda o mejoramiento,Metrovivienda,Número,Subsidios,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,Subsidios Distritales de Vivienda en Especie o a la oferta generados  para vivienda y mejoramiento,.,Nu
07-v-031,v7_v_031,Número de hogares vinculados o con vivienda,SDHT,Número,Hogares,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-032,v7_v_032,"Viviendas gestionadas por localidad (VIP, VIS, NO VIS)",SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-033,v7_v_033,Viviendas VIP en construcción,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-034,v7_v_034,Viviendas VIS en construcción,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-035,v7_v_035,Viviendas VIP en obras de urbanismo,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-036,v7_v_036,Viviendas VIS en obras de urbanismo,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-037,v7_v_037,Viviendas VIP en tramites de licenciamiento,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-038,v7_v_038,Viviendas VIS en tramites de licenciamiento,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-039,v7_v_039,Viviendas NO VIS en tramites de licenciamiento,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-040,v7_v_040,Viviendas VIP y VIS habilitadas,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-041,v7_v_041,Viviendas VIP en estudios y diseños,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-042,v7_v_042,Viviendas VIS en estudios y diseños,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-043,v7_v_043,Viviendas NO VIS en estudios y diseños,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-044,v7_v_044,Tiempo de los trámites de la cadena de urbanismo y construcción,SDHT,Número,Días,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-045,v7_v_045,Número de viviendas iniciadas VIP,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-046,v7_v_046,Número de viviendas iniciadas VIS,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-047,v7_v_047,Número de viviendas iniciadas NO VIS,SDHT,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-048,v7_v_048,Viviendas terminadas por localidad (VIS y NO VIS),DANE,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,NA,.,Nu
07-v-049,v7_v_049,Área (m2) de las viviendas VIS terminadas,DANE,Número,Metros Cuadrados,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Encuesta,Número de M2 construidos en vivienda nueva (según el Censo de Edificaciones - DANE).,.,Nu
07-v-050,v7_v_050,Área (m2) de las viviendas NO VIS terminadas,DANE,Número,Metros Cuadrados,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Encuesta,NA,.,Nu
07-v-051,v7_v_051,Número de  viviendas ubicadas en zonas de alto riesgo,Instituto Distrital de Gestión de Riesgo y Cambio Climático - IDIGER,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,DEPAE y FOPAE,Registro Administrativo,Mide el número total de viviendas ubicadas en zonas de alto riesgo,.,Nu
07-v-052,v7_v_052,Número de familias recomendadas para ser reasentadas por parte de la Caja de la Vivienda Popular,Caja de Vivienda Popular,Número,Familias,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Caja de Vivienda Popular,Registro Administrativo,"Mide el número de hogares que habitan viviendas ubicadas en zonas de alto riesgo. Se incluye el número de hogares que han sido recomendados por IDIGER (antiguo FOPAE), y los que han sido gestionados a través de recursos judiciales (acciones populares, tutelas y otros).",.,Nu
07-v-053,v7_v_053,Número de hogares en asentamientos de viviendas de origen informal,Caja de Vivienda Popular,Número,Hogares,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Caja de Vivienda Popular,Registro Administrativo,Mide el número de hogares en asentamientos de vivienda de origen informal,.,Nu
07-v-054,v7_v_054,Ocupaciones ilegales identificadas,Subdirección de Programas y Proyectos - SDHT,Número,Casos,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,"La Secretaría Distrital del Hábitat, a través de la Subsecretaría de Inspección, Vigilancia y Control de Vivienda, hace monitoreo a la ocupación ilegal del territorio mediante el seguimiento a las áreas susceptibles de desarrollo ilegal, determinadas por la SDHT.",.,Nu
07-v-055,v7_v_055,Titulación de la vivienda,Secretaría Distrital del Hábitat,Número,Casos,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,Mide el número de predios titulados,.,Nu
07-v-056,v7_v_056,Número de viviendas habilitadas metrovivienda Privados,Secretaría de Hábitat,Número,Viviendas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Secretaría de Hábitat,Expresa el número de viviendas habilitadas metrovivienda Privados,.,Nu
07-v-057,v7_v_057,Número de hectáreas de origen ilegal legalizadas (trámite resuelto positivamente),Secretaría Distrital del Hábitat,Número,Hectáreas,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,Es el área medida en hectáreas de los asentamientos humanos destinados a vivienda legalizados urbanísticamente de acuerdo con lo establecido en el decreto 510 del 14 de diciembre de 2010.,.,Nu
07-v-058,v7_v_058,Número de familias que vivían en zonas de alto riesgo no mitigable o en rondas de cuerpos de agua que fueron reasentadas y se les entregó vivienda de reposición,Secretaría Distrital del Hábitat,Número,Familias,7. Vivienda y Servicios públicos,Hábitat Urbano,7. Hábitat,Secretaría de Hábitat,Registro Administrativo,"Corresponde al número de hogares reasentados de zonas de alto riesgo no mitigable a los cuales se les protegió la vida, responde a los avances de los programas misionales de la Caja de Vivienda Popular.",.,Nu
